fans,lights,fridge,tv,ac,water_heater,washing_machine,microwave,num_family_members,house_size,num_rooms,voltage,electricity_bill
1,10,1,0,1,0,0,0,4,1489,5,232.42642795723344,3940.862034332099
5,6,1,1,1,0,1,0,5,3581,7,241.30442865568048,4410.276224738159
4,11,1,2,1,0,1,0,6,1831,8,237.2203138756152,4842.370198233036
2,8,1,2,0,1,1,0,7,1156,3,247.08659787442437,3089.2577471585623
5,10,0,1,0,0,0,0,4,2480,8,225.22529912692977,1302.5710023700149
1,9,2,1,0,0,0,1,2,2139,2,214.01517446099498,1600.194279359837
2,7,1,1,0,0,1,0,1,1829,1,224.65275995512704,1466.8278809975584
5,10,0,1,1,0,0,0,6,1178,1,233.417086855854,4080.1136179810023
3,8,1,1,1,0,0,1,6,2790,7,234.2290032073322,4237.968574843877
3,9,1,1,0,0,0,0,2,606,9,228.90809784492967,1429.7622745813364
1,16,1,2,0,1,1,0,3,1037,6,235.9177659785652,3473.835025136721
0,9,2,1,0,1,0,0,3,731,9,227.3823787637436,2860.779084923692
4,12,1,1,0,0,1,0,3,449,9,225.23808568887338,1898.5726049610098
4,17,1,0,1,0,1,1,4,2146,2,235.89320934981373,4907.685497417344
2,10,2,1,0,0,0,0,6,1717,4,231.69551655892107,1587.1353482191512
5,8,1,0,0,1,0,1,4,2560,3,236.0723855785382,2811.0380507393074
4,7,1,1,0,0,0,0,3,3934,6,235.97455298686185,1336.9313287674408
7,8,1,2,1,1,0,0,1,1508,7,246.1527111202567,5944.413859360999
3,6,1,2,0,0,1,0,2,940,6,224.9118279078878,1651.8180800489824
4,10,2,0,0,0,0,0,5,1500,4,224.16175265816838,1670.5136690485442
4,8,1,1,1,0,0,0,7,3870,9,225.39863414432057,4204.59648571705
1,8,2,1,0,0,1,0,6,3201,6,244.6042557158658,1760.1285822673392
2,10,1,0,0,1,0,0,6,2137,9,218.75165324972977,2653.263103436008
1,10,1,1,1,0,0,0,6,1535,9,231.4716050793687,4095.896250853713
2,13,0,0,0,0,1,0,1,1632,7,220.08739307460368,1371.9253928775493
4,10,1,2,1,0,0,0,6,2839,6,237.35042038272425,4423.276624885483
4,7,1,1,1,0,1,0,7,450,4,228.90328565932148,4498.741664402872
2,9,0,1,1,0,0,0,4,2301,9,215.97953180637455,3818.351375634945
2,14,2,1,0,0,1,1,4,1599,4,223.21032144673723,2282.0939275807727
2,11,2,1,0,0,0,1,6,2290,4,241.36638139877462,1784.419231500807
5,11,1,1,0,0,1,0,7,2261,4,226.52391688727295,1940.8448199022673
1,14,1,1,0,0,0,0,3,682,2,233.708101141709,1508.6235678143892
3,13,2,1,2,0,0,0,5,1930,9,230.94776443636783,7493.399274528742
7,5,1,1,0,0,0,0,6,646,1,233.1753972907805,1415.5700317824437
1,8,2,1,0,0,0,0,5,3543,8,232.4843027999183,1496.9345831317708
1,8,1,2,0,0,1,0,4,3578,3,236.69989699271886,1625.3270968913678
2,16,1,0,0,0,0,1,7,350,8,224.82353248677663,1663.5868727414772
2,7,0,1,1,0,0,0,1,980,5,238.4291030846956,3724.4491400001675
0,7,1,1,0,0,1,0,3,922,3,225.05507448993757,1327.5473435976974
4,9,1,0,0,0,1,0,5,341,9,228.21618355146845,1604.8193548235697
1,10,0,1,0,0,0,1,5,3011,1,230.0166540671401,1145.7034299834331
2,14,1,1,0,0,1,0,1,2403,1,235.48392053053058,1844.541039389968
2,11,1,1,1,1,0,1,4,1119,2,249.08546244836057,5778.036002401724
4,8,1,0,0,1,0,0,4,1186,6,221.32083500025476,2677.669953343596
1,10,1,1,0,0,0,0,2,833,4,239.21173434912774,1271.8087875116062
5,10,1,1,1,1,1,0,1,3638,9,239.87599145732273,6069.9063661270375
2,10,1,2,1,0,0,0,3,3555,3,229.6893674599647,4330.3410980456565
0,11,1,1,0,0,1,0,6,3463,2,232.6455951323207,1527.788043968258
3,9,0,1,0,0,0,1,2,2236,3,244.24105478672246,1196.219195447593
3,2,2,1,0,0,0,0,6,3001,4,225.4208132461074,1258.4902531635962
2,6,1,1,0,0,1,0,2,3449,8,221.0813988129885,1424.1926896355676
6,9,1,1,0,1,0,0,2,3024,6,225.96982548029487,3020.591118736861
1,16,1,1,0,0,0,0,3,805,9,238.96385125639526,1655.0320100738202
2,12,1,1,0,0,1,0,3,3306,1,245.1855672705642,1762.8312830827522
3,14,1,2,0,0,0,1,3,2497,6,241.71863990193455,1924.0155239705073
2,12,1,0,0,1,0,1,3,1687,2,238.85280973555612,2790.231392116329
4,17,1,1,1,0,0,0,4,619,5,225.03605318610806,4695.634307826148
2,11,1,1,1,1,1,0,6,2665,5,240.81635960669612,5922.011891928997
2,14,1,1,0,0,1,0,1,2550,5,250.0,1845.9707988452328
7,9,1,1,0,0,1,0,3,531,4,226.15144257435026,1966.8886699368284
3,13,2,2,1,0,0,0,6,3417,3,249.67015530213362,4878.353948909167
4,8,1,2,0,0,0,0,2,3942,4,216.54761017238982,1501.0840563969898
7,11,1,0,2,1,0,1,6,3263,6,250.0,8724.64052798423
4,14,1,1,2,0,0,0,1,1373,4,240.92705181851545,7298.976198701518
4,12,1,1,0,0,0,0,1,1403,6,228.8304751063698,1616.9458690175602
6,14,0,1,2,1,0,0,7,1057,7,247.25362182607697,8598.860262730175
3,9,1,2,0,0,1,0,2,2757,1,220.64208801752898,1839.0327424845257
4,14,1,1,0,0,0,1,7,705,2,243.85582223650653,1831.513314125858
3,14,1,0,0,0,0,0,4,1512,4,224.20450650570973,1481.7299432221005
7,10,1,1,1,1,1,1,5,3442,6,245.22756785035736,6338.690301103885
9,16,1,2,1,1,1,0,5,2569,3,250.0,6810.490807277842
1,8,1,1,0,0,0,0,2,2723,1,228.9828140362861,1167.9145051172775
2,10,1,1,0,0,0,0,3,1631,1,225.76936530854903,1379.666430468683
1,13,1,2,0,0,1,1,4,1302,4,233.87715963400524,2008.4460575876676
1,15,2,1,0,0,0,0,4,3385,8,233.86758090708798,1845.0245756624233
2,5,1,1,1,1,0,0,7,3024,7,226.93905101236982,5268.585719485077
2,9,1,1,0,0,1,0,5,2461,6,215.95282254682664,1631.4961169727299
3,11,2,1,1,0,1,1,7,1397,2,250.0,4962.755007175918
2,7,1,1,0,0,1,0,7,1427,3,227.36790770499792,1531.1452497806758
3,9,1,1,0,0,0,1,7,1121,2,227.4873835877826,1471.1178372040024
2,10,0,0,1,0,0,1,5,1451,5,238.89460493619077,3903.4474464456675
3,11,0,1,0,0,0,1,6,1889,5,231.98861862534892,1331.277573267508
0,11,1,1,1,1,0,0,1,990,9,250.0,5466.8009665057825
5,11,1,1,1,0,0,0,1,2511,1,232.51049443679318,4437.887941302624
3,10,1,1,0,0,1,0,3,676,6,238.8439391748599,1735.4498755270938
2,3,1,1,0,0,0,0,6,1790,3,234.46036156563935,1025.0780984840135
2,7,2,1,0,1,0,0,7,1809,5,235.73383580613088,2900.7338874806615
0,10,1,1,0,0,0,0,3,1718,8,232.23094095619885,1252.3753190837203
2,10,1,0,0,0,0,0,4,3059,8,221.06552364560443,1206.9644217698767
3,9,1,1,0,1,0,0,5,1216,8,238.28702732137535,2803.343282399369
2,12,1,0,1,0,1,0,1,2825,4,240.73691054822459,4399.24414654602
1,11,1,1,0,1,0,0,2,2843,6,234.8146949554691,2785.9973166376376
6,13,1,1,0,1,0,0,5,1993,2,241.43790903799723,3211.0677690934967
7,7,0,1,0,1,1,0,6,1716,3,230.23034156958798,2949.011381005764
4,11,1,0,2,1,0,1,1,1990,3,240.82881034900782,8422.678320205414
3,12,1,1,0,0,0,0,4,3328,3,222.17580293107915,1533.1218409123394
1,8,1,1,0,0,1,0,5,3469,7,242.72859477155393,1512.222063641169
2,6,1,1,1,0,1,1,1,1870,9,233.12084114074017,4356.1212762091645
2,13,1,1,0,0,0,0,7,523,3,221.59144439372142,1576.8362658011968
4,9,2,1,0,0,0,1,1,1683,2,242.59939671246502,1837.1855571636193
5,5,1,2,0,0,1,0,6,1888,4,230.2003993457817,1705.6700648153821
3,17,1,0,0,0,0,0,6,1055,5,230.39863913389883,1671.3177313070125
3,12,1,1,0,0,0,0,5,3219,8,221.33213716935933,1543.0384707726014
2,16,1,1,0,0,1,0,5,1594,1,232.43037829192383,2005.8660229956504
6,11,1,1,0,1,1,0,5,3925,2,234.84654788477312,3414.809082088926
2,12,1,2,1,0,1,1,3,3229,5,250.0,4781.482896557651
3,7,1,0,0,0,1,1,1,3000,3,222.5338054142856,1485.8236978757463
2,6,1,1,0,0,0,1,3,615,3,233.5114698793737,1278.368839257077
3,5,1,1,0,0,0,1,6,1982,3,226.41505674085,1214.815799048225
3,11,1,2,1,1,0,1,7,1102,9,243.84031972783652,5900.541479582889
4,11,1,1,1,1,0,0,5,1140,9,250.0,5761.760007097143
3,9,2,1,1,0,1,0,7,3302,3,233.9857371628332,4782.901156626544
2,10,1,2,1,1,1,0,2,2351,6,238.6333268781718,5993.28824959526
3,13,1,0,0,0,0,0,7,334,2,233.64722562966986,1488.3151226897658
3,13,1,1,1,0,1,0,7,992,3,238.75381891933986,4702.51085293424
0,11,1,0,1,0,0,1,4,488,3,245.02116086392317,4110.890690063807
3,11,1,1,0,0,1,0,4,2036,3,225.21185318970447,1791.939939075329
6,11,1,1,0,1,0,0,4,3878,6,249.02527217512076,3116.2658460852554
4,10,1,0,1,0,1,0,7,3957,4,241.62637727072038,4420.6539776824875
2,12,2,1,1,1,1,0,1,1506,8,250.0,6296.2072076796785
1,16,1,1,0,0,1,0,7,1069,5,237.12947688235647,1891.7588569693091
2,13,1,0,0,0,0,0,3,3382,2,223.27078656092746,1433.9552561401824
3,18,0,1,0,1,1,0,3,3346,8,234.03002567915624,3239.6325567017752
1,9,1,1,0,1,0,0,5,410,2,221.9549271969225,2634.3669022832855
3,8,1,1,1,0,1,0,5,1732,7,227.38797952860494,4367.365815557076
3,9,1,1,1,0,1,0,4,632,5,233.18198089684168,4518.5508624978465
5,7,1,1,0,1,1,0,2,3783,8,234.71534758206127,3057.2288830225966
2,8,1,1,1,0,0,0,4,2901,5,222.42401421243588,4059.0067041466414
3,13,1,1,0,0,0,0,5,1530,6,235.54350460314987,1590.961853829025
3,14,1,2,0,1,1,0,5,1984,8,232.29139945063136,3466.5589292608947
2,8,0,1,0,0,1,0,7,2550,8,209.69018327648607,1276.6435517231305
3,10,1,1,1,0,0,0,3,2463,2,244.39155844731116,4217.4013767853985
4,10,1,0,0,1,0,0,1,2708,6,230.19377478659453,2776.476311319036
4,5,1,1,0,0,1,0,3,1892,8,229.3684336901405,1453.6760622171707
3,8,1,1,1,1,0,0,2,2843,3,246.4690916379549,5512.246441825266
4,6,1,1,0,0,1,1,5,802,4,228.11273479154445,1663.6936300475736
4,12,1,1,0,1,0,0,2,1085,9,235.34420673198252,3029.397852960241
3,3,1,1,0,0,0,1,5,1730,8,228.54023520892915,1157.8072712098203
3,9,1,1,0,1,0,0,7,3537,9,233.15432827435714,2788.7649694523025
3,10,1,0,0,1,0,0,6,2434,5,241.249769360353,2725.5055385003716
5,7,1,1,0,1,0,1,6,1874,8,244.94616135240938,2913.16734644766
2,13,1,1,1,1,0,0,1,1577,7,235.06490992465166,5759.058623119072
1,8,2,1,0,0,1,0,6,3151,4,229.34239259320503,1734.395548707551
4,9,1,2,1,0,0,1,6,1414,7,230.96507667098624,4484.4314442398
2,10,1,1,0,0,1,0,2,2807,1,229.94713009982217,1631.613407657936
3,12,1,1,1,1,0,0,5,304,7,237.87469933960938,5750.739698633559
1,7,1,1,1,0,1,0,7,1179,1,240.94849981932364,4193.523195309875
4,11,1,1,1,1,1,0,2,407,8,218.1031296071319,6036.247528045785
5,8,1,0,0,0,1,0,1,2891,5,244.7549687082165,1624.4080505841903
3,11,0,1,1,0,0,0,4,935,9,234.0473653387781,4006.333086480326
3,6,1,1,1,0,1,0,2,2988,7,236.37665285869,4289.549378776613
5,12,1,0,0,0,1,1,3,1038,2,235.12946244478027,1911.5078623092145
3,15,1,2,0,0,1,0,5,3914,8,228.73608326029057,2150.0695798025
2,8,1,0,0,1,1,0,2,2825,8,236.8208066872945,2783.813596938476
4,13,1,0,0,1,0,0,3,1472,5,243.09963153773583,2883.6250269705365
4,10,1,1,1,0,1,0,4,1885,6,226.75493401026912,4577.272547755201
3,8,1,1,0,1,0,0,7,2497,5,230.69028972223953,2680.5868242325005
2,12,0,0,0,0,0,0,5,811,5,228.54368672330057,1026.7537611709972
3,8,1,1,1,0,1,1,6,1049,3,219.47228794228994,4541.0751855661465
2,12,1,1,0,1,0,0,4,2028,2,230.0365745894047,2862.503627197825
2,8,1,1,1,0,0,0,1,3524,2,239.03801570245147,4022.26173842547
2,10,1,1,0,0,0,1,3,1787,8,228.14185799304892,1411.8397048226436
2,15,1,1,2,0,0,0,3,467,7,250.0,7250.224062096851
0,7,1,2,0,0,0,0,3,3790,4,235.9276217566697,1151.995764258943
6,12,0,1,1,1,0,0,4,2184,4,230.9294586673217,5711.811767971953
3,10,1,1,1,1,1,0,7,3174,1,233.19179749282645,5969.3518455504445
2,9,1,2,0,1,0,0,3,1422,4,226.7522501431792,2809.7331999527187
5,9,2,1,0,0,1,1,7,1380,1,237.3354383444629,2190.250950120534
5,1,0,0,1,0,0,0,1,2798,9,207.0170935038265,3393.815241863531
4,11,1,2,2,0,1,1,1,1082,8,230.5687301988464,7726.17068386849
2,11,1,1,1,0,1,0,1,3170,8,246.3257460480224,4485.601220839871
0,11,1,1,0,0,0,0,5,994,5,225.0127292312661,1246.4195371496128
2,6,1,1,0,0,0,0,2,3543,5,222.97087447816284,1175.0306004321528
4,10,1,1,0,1,1,1,5,3108,6,233.4767844459029,3299.419971379859
0,12,0,1,0,0,0,1,7,2778,6,219.8991505867308,1135.9756477843816
5,16,1,2,0,0,0,0,6,1551,4,240.7026611041379,2035.3887908376248
1,15,2,1,0,1,0,0,2,1925,1,238.65025722476855,3236.7230509183937
3,12,1,1,1,1,1,0,2,3925,1,250.0,6034.645308859262
3,7,1,0,0,1,0,0,2,2425,6,218.8681301967407,2525.998557793585
4,12,1,0,1,1,1,0,5,2026,4,237.8239310421528,5922.101770077023
7,12,1,1,0,0,1,0,2,860,6,230.47378338823128,2096.1567381012633
2,9,1,1,0,0,0,0,7,3584,5,237.04919125357512,1283.062701305595
0,18,1,1,0,0,0,0,7,2014,3,242.89520527954716,1687.7274925812906
4,6,1,1,0,0,1,1,1,3166,5,240.09833092101638,1641.1408144429993
4,11,1,1,0,0,0,0,3,1038,7,234.21840453007928,1578.6139626287609
5,10,1,0,0,0,0,0,6,2643,5,218.53978789590485,1488.4156621202965
3,10,1,1,0,1,0,0,1,3661,1,246.19113799836242,2840.4187421298548
1,13,1,1,0,0,1,0,2,1976,7,248.24447639829728,1711.1974807228376
3,9,1,1,1,0,0,0,4,2366,3,230.6963339903994,4228.2867312878025
2,6,1,1,1,0,1,1,1,2727,1,247.93753459198155,4282.943778235623
4,6,1,0,0,0,0,0,1,2838,3,229.1931475372241,1143.3569385290766
3,13,1,1,1,1,1,0,1,1118,6,247.83494358544607,6078.498164463763
2,12,1,1,0,0,1,0,1,3817,2,223.6081445854954,1746.5676713173734
1,9,1,1,0,0,0,1,6,2541,1,229.32097403162035,1391.6754419172828
5,7,1,1,1,0,0,0,2,739,5,236.4627153571841,4211.0464012389275
3,8,1,0,0,0,0,0,4,1690,4,222.76526946073932,1250.6611006792632
6,9,1,1,2,1,0,0,2,2168,1,250.0,8623.139516735459
3,10,0,1,0,0,0,0,3,3578,4,215.70161613195256,1210.864660707306
2,8,1,1,1,1,1,0,4,1818,7,246.48860082938162,5691.435472845064
4,9,1,0,1,1,0,0,4,421,8,237.95236820889247,5533.012254938673
4,6,1,0,1,0,1,1,2,1486,6,229.62757559033622,4319.201137763992
2,15,1,1,0,1,1,0,1,2257,7,233.86435667554494,3327.8153660320504
4,8,1,0,0,1,1,0,4,3982,3,233.0283715691916,2890.054196394427
2,11,1,0,0,0,0,0,5,3531,9,221.36546121096438,1282.084560918286
2,6,1,1,0,1,1,0,1,530,2,237.65111516219142,2842.570782729567
4,10,1,2,0,0,1,0,6,383,3,217.1549776024724,1958.3795749464816
5,9,1,1,0,0,1,1,5,2394,8,222.0507078133581,1950.0084052747193
3,9,2,0,0,0,0,1,4,1674,3,224.75294839132323,1628.7854328285273
3,9,1,1,1,1,1,1,5,2661,9,247.20699621456123,6036.087359997115
4,6,2,1,0,0,0,0,6,2332,4,229.68078837902934,1544.851741569403
2,12,0,1,0,0,0,0,4,1131,4,234.2566230629306,1182.821176808609
4,10,1,1,0,0,0,0,4,570,6,223.3236980008148,1538.177412644371
3,12,0,1,0,0,0,0,5,2912,2,232.86570542376163,1260.024298916348
6,9,1,1,0,0,1,0,6,3164,1,249.78649912091905,1855.1327489562807
1,9,1,1,1,0,0,0,2,1651,2,238.7567898501161,4097.16205998738
3,9,1,0,1,0,0,0,3,3153,9,232.27950237277315,4027.6965830640365
5,6,2,1,0,1,0,0,5,2797,5,220.29341538805213,3018.751455151188
4,8,1,1,0,0,1,0,7,1430,5,211.52906891581497,1655.0335132798004
3,5,1,1,1,0,0,0,3,760,1,232.19579028488587,3939.223988728925
4,10,1,1,0,0,0,0,4,3585,3,250.0,1441.9622976197777
6,10,1,1,0,0,0,0,3,946,1,250.0,1645.724547722826
5,9,1,0,0,1,0,0,7,1080,2,238.07529480220802,2756.473828454412
1,8,1,1,1,1,0,1,4,3679,3,244.45836228931117,5466.4188293127145
2,7,1,2,1,0,1,0,4,3854,5,236.70111990804847,4398.63216271108
8,12,1,1,0,1,1,0,4,2832,8,247.23978178389967,3530.666099200717
6,8,0,1,1,0,1,1,4,2363,1,230.88903299821868,4475.342227573648
5,13,1,2,0,0,0,0,3,1129,1,230.32670916825964,1911.634182026889
4,9,1,1,1,1,0,0,5,2038,4,248.38019054495368,5658.91808502317
4,4,1,2,0,1,0,0,5,3650,1,219.0403406539606,2739.8300470407503
0,11,1,1,0,0,1,1,3,739,4,244.1599159764182,1678.5599010869607
4,9,1,1,0,1,1,0,7,1404,5,246.7323633731558,3118.0188555797904
4,14,1,1,1,0,0,0,7,3912,7,249.7540056320719,4488.204977413933
4,8,1,0,0,0,0,0,5,757,3,212.4062159450864,1245.3042933165198
2,4,2,1,1,1,0,0,2,2586,7,236.55832705267744,5536.310184457995
7,9,2,1,0,0,1,0,2,388,8,234.87232636690723,2202.861505489674
7,13,1,1,0,0,1,0,6,922,3,232.91145908099907,2124.398083594219
3,11,1,0,0,0,1,0,2,2326,9,235.6960801044725,1630.5119174707438
2,13,1,1,1,1,1,0,3,1804,8,227.54785034031752,6022.240822230553
5,10,2,2,1,1,1,0,1,2079,2,242.05949257981334,6452.3555036502
1,7,1,1,0,0,1,0,7,3665,9,244.00219570418523,1416.4569027000905
1,9,1,0,0,1,0,0,2,2790,1,225.03482236218403,2492.217452504781
3,6,1,1,1,0,1,0,4,774,1,238.8944391406147,4325.815334936913
4,10,1,1,0,1,0,0,1,2942,9,239.95022270526923,2945.585493889144
2,15,1,0,0,1,1,1,3,3824,3,222.81591695681595,3240.2344668673127
2,14,1,1,1,0,0,0,7,313,8,238.9904380204469,4429.213067861947
0,7,1,0,0,0,0,1,1,1857,3,227.379920536554,1034.729788636442
2,9,2,0,0,1,0,0,7,772,8,247.86027121521093,2822.782295495941
2,12,1,1,0,0,0,1,1,2072,8,227.45077748934833,1577.473220576732
4,7,1,0,0,0,1,0,7,782,8,237.00286659492383,1491.9518894681294
2,9,1,2,0,1,0,0,3,793,6,231.19476393722812,2897.922880513351
1,17,1,1,0,0,1,0,3,1269,2,236.80734566236978,1947.8411540716604
0,10,1,1,0,0,0,0,6,3221,3,240.09829787437585,1258.6482442048386
1,13,0,0,1,0,1,1,3,3743,6,220.58058101652014,4296.8666622818655
3,16,1,1,1,0,0,0,1,1139,7,239.95144744273568,4544.039853118703
1,18,1,1,0,0,0,0,1,3606,9,244.33479381447427,1747.4967977124836
8,13,0,1,0,1,1,1,7,2726,8,240.6267780417553,3445.093832747102
1,4,1,1,1,0,0,1,1,2206,1,233.9387193619204,3862.4798639155815
6,10,1,1,1,0,1,0,1,2254,4,238.8226358046969,4773.92104932075
2,6,1,1,0,0,0,0,1,821,6,241.38877046480727,1146.6729940487057
4,5,1,1,0,0,0,0,4,3328,8,223.54319314447508,1226.5146626266476
4,9,1,1,0,0,1,0,3,3737,5,203.53986416241847,1762.7270523149737
2,10,1,0,0,0,1,0,7,961,7,222.69893093860492,1489.9105150824207
3,9,2,2,0,0,1,0,2,411,6,223.29904035894842,2073.595385649803
5,14,1,1,0,0,0,0,4,3200,6,234.0261378811485,1796.1936442611748
3,7,1,1,1,0,0,0,5,398,2,239.56580947992686,4073.2664821938542
3,11,0,0,0,0,0,0,2,963,7,225.69541730595105,1090.5647334293478
4,8,2,1,1,0,1,0,1,527,6,236.00082154134236,4766.039739359005
6,7,0,1,0,0,0,0,2,1559,3,218.47186725042258,1187.1398647911044
2,15,2,1,0,1,1,1,2,373,5,244.96331369094,3682.716851323168
2,10,1,1,0,1,1,0,7,2987,7,231.66717559289492,3025.933184537576
1,8,1,0,1,0,1,1,1,425,8,238.7558739460199,4209.973843119794
5,7,1,1,0,1,0,0,2,3071,8,245.30895007572184,2817.6885783832486
3,9,1,0,1,0,1,0,3,3203,5,233.81416847991093,4302.308447618056
1,14,1,1,0,0,0,0,5,3642,1,250.0,1500.7310103227692
2,9,1,1,1,0,0,0,2,1733,6,221.35162932054854,4086.3453039207125
2,7,1,2,1,0,0,0,3,1570,9,230.71968382727033,4142.78481750592
0,11,1,1,1,0,0,0,5,2188,1,238.91233283638982,4063.328224872749
2,6,1,1,0,0,1,0,7,401,1,225.7058261554877,1413.4204632493543
5,7,1,1,0,0,0,0,1,3651,1,223.51618222458072,1449.2559676354595
2,6,1,1,0,1,0,0,3,1104,9,226.85513321421956,2576.748668761218
5,4,1,0,2,0,0,1,4,1333,3,246.97233680426606,6826.013407689869
3,12,2,2,1,1,1,0,6,2302,9,246.65992600126958,6412.483610877953
4,10,1,1,1,0,0,0,5,1953,5,225.83914249487773,4300.112912082216
4,7,1,1,1,0,0,1,3,1305,5,229.80438374386114,4217.475944960225
2,7,1,1,0,0,1,0,6,3428,6,209.4381259031638,1443.4798256207307
3,13,1,0,0,0,0,0,4,2199,9,221.57686612314066,1428.8484357102275
2,8,0,1,0,1,1,0,1,3595,2,221.04856643157484,2715.5209248503884
2,8,1,1,0,0,0,0,4,898,6,223.0036862774951,1256.2245340977738
4,13,1,2,0,1,0,0,5,3066,2,237.28971964275405,3205.0455774713373
2,17,1,1,0,1,0,0,1,1579,4,232.84444125321775,3120.14459384906
4,12,1,1,0,1,1,0,6,1360,5,238.00442132672924,3255.4499860023275
1,10,2,1,1,0,1,1,7,1424,3,238.2128453166784,4759.461963685075
2,11,1,0,0,0,0,0,5,2921,3,224.2815158175087,1282.9743920595572
4,16,1,1,0,1,1,0,6,2439,3,245.79566307636122,3571.0834074055306
2,8,2,2,1,0,1,0,7,1884,6,245.4223132922998,4724.512809631061
4,9,1,1,1,0,0,1,4,1701,2,233.6533073832517,4392.836396068398
0,8,1,1,0,0,0,0,1,963,3,241.29774562042428,1102.6573474862419
3,7,1,1,0,0,0,0,6,837,1,235.6416952427466,1257.571143762069
3,16,0,1,0,0,0,0,7,3861,9,231.22013932367784,1477.6224880195132
3,15,1,0,0,0,0,1,2,509,5,225.1694656226502,1703.1014549588988
0,11,1,0,1,0,0,0,4,1330,2,236.51341524050207,3958.765380842895
4,8,1,1,1,0,1,0,1,2327,1,228.2148707812846,4479.725219516951
3,6,2,1,0,0,0,0,6,1671,3,219.77478140521762,1554.798463565013
4,8,1,0,0,0,0,0,2,3488,9,235.85797764287219,1247.7698771787339
1,15,1,2,0,0,0,0,4,1731,9,226.523560149666,1764.5981508994503
6,11,1,1,0,0,1,0,1,3730,8,237.61481002974907,1991.489140659353
1,8,1,0,0,1,0,0,7,3794,3,230.38178738825536,2438.1705294716976
6,11,1,1,1,0,0,0,3,1449,5,241.04495022840146,4481.275238217388
2,7,2,2,1,0,1,1,2,2553,1,237.31336513051892,4851.179496839124
0,8,1,0,0,0,0,0,2,1273,7,231.49292578602933,982.2409162286032
4,14,1,0,0,1,0,1,1,2917,2,229.1384584029186,3103.0541143301834
4,11,1,0,0,0,0,1,7,3423,4,233.2373100344304,1545.1503094869001
3,8,1,1,0,1,1,1,5,1917,9,234.29065385176187,3104.393430210216
5,12,1,1,0,0,0,0,3,1015,2,229.62114345959606,1689.3510005785265
3,6,1,1,0,0,1,1,5,1633,9,224.96814190869804,1608.618637671296
2,11,1,2,0,0,1,0,2,1971,1,236.36621110621724,1912.1551970714347
2,14,1,1,0,0,0,0,5,3521,3,245.02329981375416,1638.8683617379636
3,9,1,0,0,0,0,0,2,508,1,212.14171121299202,1248.8236726125765
5,8,1,0,1,0,0,0,4,2411,2,240.52138920526474,4174.206488298754
1,6,1,1,1,0,0,0,1,2639,9,222.92353783141445,3861.461886123646
3,8,1,1,0,1,0,0,6,3897,8,242.5848712761928,2703.104872869042
4,14,0,1,0,0,1,0,3,3003,7,243.16041385276037,1684.9146516522046
4,13,1,1,0,0,0,0,1,3599,2,241.14507049945732,1720.0704764864267
3,16,1,1,1,0,1,0,4,2026,5,245.51710347248707,4799.296514842524
2,14,1,1,0,0,1,1,6,3592,3,229.76197383084317,1962.9168086276018
3,9,1,1,0,0,0,0,2,3408,9,237.0064635665243,1370.6979315094788
2,4,1,1,0,0,1,0,5,3013,1,217.43808201500428,1327.2305978137774
4,7,1,0,0,1,1,0,6,312,7,234.01352397561578,2896.2776677582747
5,10,1,0,0,0,1,1,1,3936,3,216.50502875276769,1828.475225223217
1,12,1,1,0,0,0,0,2,861,3,238.87731614511904,1355.9294226037603
4,9,0,1,2,0,0,0,3,2805,9,250.0,6773.498327093307
6,11,1,1,1,0,1,0,7,819,1,243.37451883055695,4810.219099820784
4,14,1,1,1,1,1,1,6,861,9,239.4288787903494,6310.344794684677
1,12,1,1,0,0,1,1,2,1519,6,234.57571746407586,1802.4900982110526
3,17,0,1,1,1,0,0,4,3113,7,241.67917601425458,5701.872492194744
2,10,2,1,0,0,1,0,5,2136,8,245.6784580352854,1887.0112775760142
2,13,1,1,1,0,0,1,1,951,7,233.0110146907978,4427.900161799566
4,15,1,1,1,0,1,0,3,3990,2,240.04967666160795,4860.7630615047165
1,8,0,0,1,0,0,0,3,997,7,232.8307870707289,3613.326162027811
4,13,1,1,0,0,1,0,4,1619,1,235.884716527444,1911.2578991926048
5,12,1,1,0,0,0,0,5,1462,7,243.3348495823679,1746.4506926328932
5,9,2,1,1,0,1,0,7,621,8,244.96936454718568,4863.94369965547
4,8,1,1,0,0,1,0,5,3665,6,232.86044376593438,1668.0869914355237
3,11,2,0,0,0,1,0,3,3250,5,222.9620506378817,1855.7374610037
4,6,1,0,1,0,1,0,5,1933,7,226.80350569769618,4232.516110467993
2,10,1,0,0,0,0,0,4,2964,1,210.8149300734819,1256.8142361384953
1,7,1,1,0,1,0,0,4,3105,2,236.10409673740003,2549.6656105378365
4,9,2,0,0,0,0,0,1,2186,4,229.28991897998387,1559.5023428488457
1,9,0,1,0,0,0,0,3,1118,4,220.5233025044197,988.9791071371142
6,14,1,0,1,1,0,0,1,1279,9,245.44012164532697,5959.351846333903
0,7,0,1,0,0,0,0,7,1363,9,221.62521511481623,773.1787095481114
6,14,1,2,1,0,0,0,4,3448,9,239.221748408648,4796.036642860066
7,8,1,1,0,0,0,0,4,2216,8,233.1543699534843,1627.8323159895133
4,14,1,0,0,1,1,0,6,2969,3,233.47267200597733,3291.8265853314424
4,6,1,1,0,1,0,1,2,1091,6,236.04536181828198,2793.4239965428665
4,10,1,0,0,0,0,0,1,1786,9,222.84522948334697,1363.9589210048418
